"seed" "indID" "indSubpopIndex" "subpop" "phen_sal" "phen_temp" "sal_opt" "temp_opt" "fitness" "subset" "PC1" "PC2" "PC3" "RDA1" "RDA2"
"6663" "2242330863068" 6662 62 67 -0.31676 0.243836 0.333333 0.333333 0.984108 TRUE -13.0332 10.5663 8.70808 0.720384010554474 1.68869636155968
"6664" "2242330863068" 6663 63 67 0.651118 0.298431 0.333333 0.333333 0.997567 TRUE -14.5093 8.52305 9.83756 0.783801385229114 2.21786394667134
"6667" "2242330863068" 6666 66 67 0.541257 0.322641 0.333333 0.333333 0.999771 TRUE -11.0805 12.79 8.58769 0.574095564354778 1.13830274296143
"6673" "2242330863068" 6672 72 67 1.49615 0.733515 0.333333 0.333333 0.725938 TRUE -10.7092 10.0312 11.8685 0.550751371431283 1.87241825592952
"6688" "2242330863068" 6687 87 67 1.14381 -0.00782582 0.333333 0.333333 0.792329 TRUE -10.6262 12.5704 10.2859 0.572052972033167 2.30590771899382
"6689" "2242330863068" 6688 88 67 0.518511 0.381347 0.333333 0.333333 0.9954 TRUE -10.2772 8.59725 9.9944 0.536803246721701 0.444147420727647
"6709" "2242330863068" 6708 8 68 -0.236123 0.321131 0.555556 0.333333 0.999702 TRUE -14.7399 6.67433 13.1436 0.773783437741597 2.83240895291156
"6710" "2242330863068" 6709 9 68 -2.09273 0.468745 0.555556 0.333333 0.963992 TRUE -13.7205 12.7102 13.4423 0.733648138729832 2.77976597983683
"6714" "2242330863068" 6713 13 68 -0.879618 0.407539 0.555556 0.333333 0.989048 TRUE -13.575 14.6935 15.6113 0.765521466842088 1.89545722016164
"6715" "2242330863068" 6714 14 68 0.368468 0.330249 0.555556 0.333333 0.999981 TRUE -11.2532 8.25808 12.2216 0.570312191632317 2.67501420966087
"6719" "2242330863068" 6718 18 68 -0.455364 0.737755 0.555556 0.333333 0.721002 TRUE -10.7583 15.2913 13.7896 0.558414041108915 0.420828464369767
"6720" "2242330863068" 6719 19 68 0.00917852 0.073902 0.555556 0.333333 0.874057 TRUE -8.771 15.1362 10.3766 0.425705468797763 1.61915114572352
"6733" "2242330863068" 6732 32 68 -0.0820462 0.106685 0.555556 0.333333 0.902362 TRUE -11.0541 9.20226 5.78537 0.572199371386794 1.35271443744923
"6791" "2242330863068" 6790 90 68 0.0180379 0.32293 0.555556 0.333333 0.999784 TRUE -17.8605 6.77665 12.6343 0.988283031159552 0.798879555077472
"6792" "2242330863068" 6791 91 68 -1.99253 0.444006 0.555556 0.333333 0.975801 TRUE -15.8392 7.1802 13.2165 0.905567975183999 2.34926678604074
"6799" "2242330863068" 6798 98 68 -1.39805 0.48977 0.555556 0.333333 0.952234 TRUE -11.186 10.0164 8.86063 0.591110757442649 1.62263393471309
"6805" "2242330863068" 6804 4 69 -1.37458 -0.0767309 0.777778 0.333333 0.714405 TRUE -15.623 6.9077 10.4332 0.820291634061632 0.893663587054103
"6812" "2242330863068" 6811 11 69 -1.55183 0.0778999 0.777778 0.333333 0.877663 TRUE -12.527 17.5019 14.7873 0.677412889427513 1.91147663152035
"6831" "2242330863068" 6830 30 69 -0.0238791 0.40965 0.777778 0.333333 0.988419 TRUE -12.6821 14.1795 12.1522 0.716051305748783 2.48032478754745
"6834" "2242330863068" 6833 33 69 0.358142 0.278591 0.777778 0.333333 0.994024 TRUE -17.44 12.0414 15.3582 0.92386806663299 1.89930142549963
"6844" "2242330863068" 6843 43 69 -0.408024 0.249223 0.777778 0.333333 0.98595 TRUE -16.151 10.8432 15.4903 0.889863875602775 1.990070108314
"6849" "2242330863068" 6848 48 69 -0.819845 0.00870704 0.777778 0.333333 0.809965 TRUE -13.4763 12.4102 15.5707 0.703941598918957 2.69039734699562
"6859" "2242330863068" 6858 58 69 0.119792 0.175177 0.777778 0.333333 0.951204 TRUE -12.2917 13.7212 14.5806 0.636722466013269 2.30180027627368
"6887" "2242330863068" 6886 86 69 0.701214 0.359198 0.777778 0.333333 0.998663 TRUE -15.9841 8.74863 12.6161 0.908602555758768 1.93031874127723
"6898" "2242330863068" 6897 97 69 0.311469 0.22191 0.777778 0.333333 0.975475 TRUE -13.3057 18.0836 13.9596 0.678579049848052 1.70133259407592
"6900" "2242330863068" 6899 99 69 -1.45013 0.133804 0.777778 0.333333 0.923463 TRUE -13.4916 11.601 8.42573 0.754234679739344 2.27356918239676
"6910" "2242330863068" 6909 9 70 0.121025 0.102075 1 0.333333 0.898561 TRUE -8.61833 14.8207 11.017 0.459424866698878 3.36259237412141
"6919" "2242330863068" 6918 18 70 1.70033 0.353574 1 0.333333 0.999181 TRUE -10.1723 15.8346 11.4029 0.567007282267306 3.29279997686203
"6934" "2242330863068" 6933 33 70 -2.00599 0.272822 1 0.333333 0.992704 TRUE -8.46072 11.5375 11.5037 0.420587409215551 1.90693241703108
"6935" "2242330863068" 6934 34 70 0.614069 0.349952 1 0.333333 0.999448 TRUE -16.3122 8.32885 14.3651 0.893355577204002 2.83769454790322
"6940" "2242330863068" 6939 39 70 -0.990095 0.158165 1 0.333333 0.940477 TRUE -11.1342 13.8705 10.8281 0.632511362264405 2.06534451572273
"6948" "2242330863068" 6947 47 70 0.370994 0.351245 1 0.333333 0.999359 TRUE -16.5545 8.86918 11.2759 0.906482570593641 3.05558844631852
"6949" "2242330863068" 6948 48 70 -0.388505 0.267699 1 0.333333 0.991421 TRUE -9.32219 16.2503 15.9905 0.483204173832506 1.16214932970972
"6972" "2242330863068" 6971 71 70 0.13301 0.258974 1 0.333333 0.989002 TRUE -16.216 10.8581 14.5475 0.859894011876141 1.6311590564263
"6974" "2242330863068" 6973 73 70 -0.514568 0.314005 1 0.333333 0.999253 TRUE -11.2028 6.61594 10.8401 0.603926543434036 3.35682615452404
"6981" "2242330863068" 6980 80 70 -0.719549 0.159733 1 0.333333 0.941506 TRUE -14.8535 13.979 12.2993 0.834185288554657 1.54356923874889
"7002" "2242330863068" 7001 1 71 -0.60241 0.451287 -1 0.555556 0.978491 TRUE -20.0734 1.25129 7.27894 1.06849198189937 -0.595677664358962
"7006" "2242330863068" 7005 5 71 -1.41582 0.869652 -1 0.555556 0.820933 TRUE -21.4457 -2.48191 6.13891 1.11545369412998 -0.189905931285264
"7026" "2242330863068" 7025 25 71 -0.734917 0.54274 -1 0.555556 0.999672 TRUE -20.0752 1.34108 9.93663 1.12057762594166 -1.04173835106495
"7031" "2242330863068" 7030 30 71 -1.03852 0.57728 -1 0.555556 0.999057 TRUE -20.7277 -1.31769 5.11707 1.13349287225104 -2.18486619629905
"7041" "2242330863068" 7040 40 71 0.522287 0.237315 -1 0.555556 0.816642 TRUE -23.766 -1.21471 9.64138 1.31213729284189 -1.18779136573045
"7047" "2242330863068" 7046 46 71 0.208771 0.360898 -1 0.555556 0.927018 TRUE -22.1998 -4.55467 3.98837 1.08296881026806 -2.70607665381113
"7063" "2242330863068" 7062 62 71 1.48896 0.77459 -1 0.555556 0.908507 TRUE -22.2509 -1.51875 7.51581 1.32729791869574 -1.97763798406875
"7070" "2242330863068" 7069 69 71 2.12354 0.755464 -1 0.555556 0.923184 TRUE -24.8799 -12.2579 -2.13183 1.38230467264308 -1.62277189050554
"7077" "2242330863068" 7076 76 71 1.90226 0.494979 -1 0.555556 0.992688 TRUE -21.6074 -4.34501 5.63691 1.18996995298996 -1.96222561920201
"7091" "2242330863068" 7090 90 71 0.0455414 0.545204 -1 0.555556 0.999786 TRUE -19.1675 2.97796 9.27495 1.08375207767385 -1.20404739268691
"7108" "2242330863068" 7107 7 72 1.12244 0.563362 -0.777778 0.555556 0.999878 TRUE -20.2614 -1.56736 5.7167 1.12903608323009 -2.57244100916043
"7113" "2242330863068" 7112 12 72 1.24672 0.637171 -0.777778 0.555556 0.986766 TRUE -19.1397 -2.22017 6.37612 0.989323002734808 -0.579032879422081
"7124" "2242330863068" 7123 23 72 0.33855 0.425207 -0.777778 0.555556 0.966589 TRUE -18.476 -0.49877 10.4955 1.0334423329578 -2.54231557723232
"7140" "2242330863068" 7139 39 72 0.673024 0.240376 -0.777778 0.555556 0.819815 TRUE -20.4029 5.03468 10.635 1.16504387452721 -1.88443186721782
"7154" "2242330863068" 7153 53 72 1.85107 0.690974 -0.777778 0.555556 0.963988 TRUE -22.8592 -0.705024 8.04803 1.23695155683211 -2.33301541551067
"7161" "2242330863068" 7160 60 72 1.88624 0.749592 -0.777778 0.555556 0.927465 TRUE -21.5964 -0.675928 10.8195 1.18164828774736 0.597665580053668
"7166" "2242330863068" 7165 65 72 0.981862 0.535616 -0.777778 0.555556 0.999205 TRUE -21.49 -0.405341 4.97376 1.13723494437535 -1.40384054036265
"7173" "2242330863068" 7172 72 72 0.586473 0.436764 -0.777778 0.555556 0.972171 TRUE -20.5513 0.706348 9.68559 1.0718127027111 -4.25867686862275
"7185" "2242330863068" 7184 84 72 1.75778 0.711001 -0.777778 0.555556 0.952822 TRUE -22.961 1.01025 7.27088 1.32047376117793 -1.89714417197911
"7190" "2242330863068" 7189 89 72 0.65826 0.765955 -0.777778 0.555556 0.91527 TRUE -24.5517 -2.30723 6.43471 1.41957281945594 -0.632833882365009
"7216" "2242330863068" 7215 15 73 0.561319 0.427657 -0.555556 0.555556 0.967814 TRUE -20.4317 -3.17601 6.68844 1.066382046504 0.00126064082753468
"7218" "2242330863068" 7217 17 73 0.25469 0.616459 -0.555556 0.555556 0.992609 TRUE -18.5119 0.644118 7.08768 1.09577558225855 -0.449724176161535
"7228" "2242330863068" 7227 27 73 0.205272 0.573247 -0.555556 0.555556 0.999374 TRUE -21.4734 -1.55474 5.27682 1.14254567504897 -1.51485420608169
"7229" "2242330863068" 7228 28 73 0.0836288 0.607821 -0.555556 0.555556 0.994552 TRUE -19.8085 2.41981 10.6879 1.00118208924093 -1.46991190255384
"7277" "2242330863068" 7276 76 73 1.16702 0.683736 -0.555556 0.555556 0.967674 TRUE -26.2185 -2.10216 4.89745 1.46598946021354 0.17169103945151
"7278" "2242330863068" 7277 77 73 3.72871 0.91781 -0.555556 0.555556 0.76916 TRUE -21.1449 -3.08833 6.00579 1.12713426072225 0.32211106330533
"7279" "2242330863068" 7278 78 73 -1.41052 0.607889 -0.555556 0.555556 0.994537 TRUE -22.1409 -2.33659 8.38421 1.16511351589708 -0.558040339586906
"7285" "2242330863068" 7284 84 73 0.907709 0.966771 -0.555556 0.555556 0.713055 TRUE -20.7294 1.08322 10.0852 1.11305219641996 -0.969547569881384
"7293" "2242330863068" 7292 92 73 1.20275 0.930865 -0.555556 0.555556 0.754489 TRUE -23.5394 -2.66081 6.25606 1.24017685577346 -0.609002533190549
"7298" "2242330863068" 7297 97 73 0.853822 0.36637 -0.555556 0.555556 0.93092 TRUE -23.5713 -2.56306 7.73615 1.24012228266233 -0.0407011012181974
"7306" "2242330863068" 7305 5 74 -0.991195 0.901764 -0.333333 0.555556 0.786848 TRUE -23.2744 1.35548 8.77011 1.23497311384535 0.851157177203682
"7309" "2242330863068" 7308 8 74 0.144327 0.564741 -0.333333 0.555556 0.999831 TRUE -23.9163 -0.846466 11.2834 1.34476770487897 1.00682660164572
"7335" "2242330863068" 7334 34 74 -1.52165 0.665152 -0.333333 0.555556 0.976263 TRUE -19.9294 2.62193 5.69952 1.1584579959001 0.399872325890738
"7341" "2242330863068" 7340 40 74 -0.055535 0.593212 -0.333333 0.555556 0.997168 TRUE -23.333 -2.45416 5.52828 1.346049898309 -0.890157250547758
"7348" "2242330863068" 7347 47 74 0.535152 0.319271 -0.333333 0.555556 0.894347 TRUE -22.9243 2.15849 13.1352 1.25348066083799 0.677533835206364
"7354" "2242330863068" 7353 53 74 0.0493375 0.12621 -0.333333 0.555556 0.69165 TRUE -23.5567 3.21044 9.49156 1.3470476689173 0.0784242604579964
"7361" "2242330863068" 7360 60 74 1.37145 0.583273 -0.333333 0.555556 0.998465 TRUE -23.8845 -1.08748 3.58257 1.33666656329777 -1.49265654702082
"7383" "2242330863068" 7382 82 74 0.685185 0.527508 -0.333333 0.555556 0.998428 TRUE -21.6658 0.273951 10.5615 1.23007514478431 -1.06961888290251
"7394" "2242330863068" 7393 93 74 0.605065 0.822475 -0.333333 0.555556 0.867195 TRUE -23.9984 -3.16745 5.08354 1.33351090298217 -1.54875709121141
"7398" "2242330863068" 7397 97 74 0.266567 0.483292 -0.333333 0.555556 0.98961 TRUE -20.9955 -1.34584 7.41925 1.16893155991522 -0.739653580218384
"7409" "2242330863068" 7408 8 75 -2.06622 0.616796 -0.111111 0.555556 0.992527 TRUE -23.3283 -3.48763 6.31178 1.28662533337894 -0.882254235487188
"7410" "2242330863068" 7409 9 75 -0.0280647 0.641279 -0.111111 0.555556 0.98541 TRUE -23.5817 0.0192664 7.86459 1.35786511805287 0.179951510197851
"7432" "2242330863068" 7431 31 75 -0.504612 0.591355 -0.111111 0.555556 0.99744 TRUE -17.0718 4.67498 8.18284 0.961782011209761 0.937413597469552
"7440" "2242330863068" 7439 39 75 1.47677 0.502748 -0.111111 0.555556 0.994438 TRUE -16.0195 -1.58697 6.67862 0.877079990141027 0.646474503829301
"7442" "2242330863068" 7441 41 75 0.521062 0.308212 -0.111111 0.555556 0.884832 TRUE -24.0837 -3.1487 8.84353 1.38208689781248 1.32028362320598
"7445" "2242330863068" 7444 44 75 -0.136686 0.594522 -0.111111 0.555556 0.996968 TRUE -23.9919 -1.49486 6.28692 1.40843756008066 0.0888204022742625
"7453" "2242330863068" 7452 52 75 -0.502496 0.798471 -0.111111 0.555556 0.888682 TRUE -23.0565 -1.20689 7.00891 1.29662174582517 0.565857752623929
"7465" "2242330863068" 7464 64 75 1.74651 0.518848 -0.111111 0.555556 0.997309 TRUE -17.8924 4.5765 7.58353 1.01067139545361 1.07238852922457
"7475" "2242330863068" 7474 74 75 1.11721 0.534815 -0.111111 0.555556 0.99914 TRUE -19.243 1.04972 13.0221 0.95356741919667 1.5077795500515
"7499" "2242330863068" 7498 98 75 1.64824 0.878212 -0.111111 0.555556 0.812033 TRUE -21.5547 -3.42913 7.92923 1.14398824675129 0.41240616764486
"7504" "2242330863068" 7503 3 76 -2.07222 0.241894 0.111111 0.555556 0.821382 TRUE -19.2231 4.14793 13.9392 1.06764174853476 0.0935115020917712
"7509" "2242330863068" 7508 8 76 0.516132 0.154652 0.111111 0.555556 0.725099 TRUE -17.5811 5.55146 11.3334 0.919653771218699 0.229908355946031
"7512" "2242330863068" 7511 11 76 -0.111313 0.677278 0.111111 0.555556 0.970802 TRUE -21.4842 -0.0736915 10.1964 1.14763148537083 -0.106293985855038
"7522" "2242330863068" 7521 21 76 0.981533 0.505837 0.111111 0.555556 0.995068 TRUE -22.1679 -0.892379 9.81676 1.17440505010437 -0.293654791850657
"7531" "2242330863068" 7530 30 76 -0.57411 0.668454 0.111111 0.555556 0.97483 TRUE -20.853 2.35313 11.7157 1.1838760155995 2.12048538692164
"7552" "2242330863068" 7551 51 76 -0.70391 0.483155 0.111111 0.555556 0.989571 TRUE -21.6198 2.59896 11.7987 1.23857369497192 1.26316488675662
"7568" "2242330863068" 7567 67 76 -0.42281 0.63157 0.111111 0.555556 0.98851 TRUE -26.7394 -4.92708 10.2486 1.46034778358561 0.524516594844693
"7579" "2242330863068" 7578 78 76 0.337393 0.51638 0.111111 0.555556 0.996935 TRUE -17.271 3.52653 10.4362 0.95308769261187 1.22291826203528
"7593" "2242330863068" 7592 92 76 -0.0802133 0.679631 0.111111 0.555556 0.96968 TRUE -21.7913 1.64158 10.4405 1.14961654647034 1.12563880189204
"7597" "2242330863068" 7596 96 76 -0.114328 0.654859 0.111111 0.555556 0.980471 TRUE -17.4208 7.24788 14.7421 0.923404273993747 0.32008032184458
"7605" "2242330863068" 7604 4 77 0.893898 0.128987 0.333333 0.555556 0.694946 TRUE -24.3091 -3.05943 7.50073 1.35246463861092 0.663177062911951
"7617" "2242330863068" 7616 16 77 -0.443238 0.51939 0.333333 0.555556 0.997387 TRUE -20.8369 -0.423426 10.3002 1.14066262755429 1.25238377567514
"7620" "2242330863068" 7619 19 77 0.441906 0.658557 0.333333 0.555556 0.979005 TRUE -25.9939 -1.27161 9.37561 1.45117027733031 1.08173861757563
"7632" "2242330863068" 7631 31 77 -0.423366 0.475304 0.333333 0.555556 0.987202 TRUE -22.1083 3.70378 8.95652 1.30304912092569 2.73339593558334
"7649" "2242330863068" 7648 48 77 -1.82972 0.537801 0.333333 0.555556 0.99937 TRUE -20.427 1.17527 6.25666 1.17083548177545 1.52517077549552
"7663" "2242330863068" 7662 62 77 1.29084 0.68724 0.333333 0.555556 0.965913 TRUE -19.4308 0.882641 7.54932 1.0947336543052 1.14262202575933
"7671" "2242330863068" 7670 70 77 0.508813 0.75427 0.333333 0.555556 0.924063 TRUE -24.1333 -1.61006 5.25752 1.39720570785316 1.03080581063907
"7674" "2242330863068" 7673 73 77 -1.85993 0.494486 0.333333 0.555556 0.992569 TRUE -21.4394 1.52189 10.2898 1.14335619941245 0.799280926837426
"7681" "2242330863068" 7680 80 77 0.467861 0.789448 0.333333 0.555556 0.896362 TRUE -18.4973 4.02297 12.2338 0.979037926072726 2.18944586279824
"7700" "2242330863068" 7699 99 77 1.58229 0.763444 0.333333 0.555556 0.917195 TRUE -22.099 4.23687 8.67406 1.20580498778978 0.97706938556321
"7708" "2242330863068" 7707 7 78 0.222875 0.533392 0.555556 0.555556 0.999018 TRUE -23.0855 1.66911 12.2616 1.2412743729815 2.33538458057352
"7724" "2242330863068" 7723 23 78 -0.638671 0.606233 0.555556 0.555556 0.994877 TRUE -21.1422 4.42943 13.7799 1.22897844246358 1.22898437451135
"7734" "2242330863068" 7733 33 78 0.158834 0.559264 0.555556 0.555556 0.999973 TRUE -21.7889 4.37371 12.5048 1.27056721522829 0.398543653547145
"7739" "2242330863068" 7738 38 78 1.88405 0.57986 0.555556 0.555556 0.998819 TRUE -21.836 -3.84781 5.36369 1.14228123742187 2.44648580497341
"7757" "2242330863068" 7756 56 78 0.431109 0.703334 0.555556 0.555556 0.957263 TRUE -20.8138 0.868079 8.50841 1.15776496518728 0.402607129770691
"7760" "2242330863068" 7759 59 78 1.11386 0.539718 0.555556 0.555556 0.999498 TRUE -15.438 1.73855 5.07519 0.842623140369555 1.54379733529849
"7765" "2242330863068" 7764 64 78 2.11399 0.59769 0.555556 0.555556 0.996456 TRUE -21.9408 1.7814 10.6054 1.21755135366451 0.992792376839465
"7783" "2242330863068" 7782 82 78 0.137222 0.19281 0.555556 0.555556 0.768613 TRUE -16.9018 3.46083 9.86236 0.995167463228905 0.186427163874308
"7790" "2242330863068" 7789 89 78 -0.710363 0.506575 0.555556 0.555556 0.995213 TRUE -18.356 2.08995 10.0822 0.973028769885481 2.22983140762173
"7795" "2242330863068" 7794 94 78 0.425781 0.726465 0.555556 0.555556 0.943253 TRUE -21.9198 -3.80492 6.99111 1.18968153271563 1.51296019131205
"7806" "2242330863068" 7805 5 79 3.63198 0.736466 0.777778 0.555556 0.936639 TRUE -22.2086 -5.20719 4.31225 1.16732681311765 0.265833262663974
"7814" "2242330863068" 7813 13 79 0.538507 0.473189 0.777778 0.555556 0.986523 TRUE -22.9759 -2.03444 3.194 1.19305618873575 0.0499411112679891
"7833" "2242330863068" 7832 32 79 1.20149 0.545072 0.777778 0.555556 0.99978 TRUE -18.9077 -1.4057 7.6236 0.962487439769334 2.02767956812113
"7837" "2242330863068" 7836 36 79 2.56512 0.6964 0.777778 0.555556 0.961103 TRUE -21.4631 -5.15413 3.16571 1.08769121576363 1.46310401765792
"7844" "2242330863068" 7843 43 79 2.3357 0.49419 0.777778 0.555556 0.992497 TRUE -19.9629 2.07124 11.0469 1.03577106741068 2.32142855188444
"7854" "2242330863068" 7853 53 79 -0.413663 0.553795 0.777778 0.555556 0.999994 TRUE -21.3732 -1.99184 10.3591 1.12201383285734 1.72446437094712
"7859" "2242330863068" 7858 58 79 -2.64979 0.787917 0.777778 0.555556 0.897642 TRUE -23.1099 -3.27872 3.77094 1.3124565275639 2.39465931878033
"7862" "2242330863068" 7861 61 79 -1.8499 0.668723 0.777778 0.555556 0.974712 TRUE -20.3946 -2.96582 5.9647 1.15215140021141 2.4444643210105
"7868" "2242330863068" 7867 67 79 0.298408 0.437639 0.777778 0.555556 0.972575 TRUE -22.8444 -5.2442 2.5504 1.17518475652538 0.917972098521725
"7884" "2242330863068" 7883 83 79 2.18493 0.433071 0.777778 0.555556 0.970441 TRUE -23.9577 -4.48011 6.41934 1.27423695056582 2.13037768714928
"7901" "2242330863068" 7900 0 80 1.61003 0.874211 1 0.555556 0.816211 TRUE -21.9254 1.26382 9.79792 1.19303133945376 2.1482600261525
"7904" "2242330863068" 7903 3 80 0.416823 0.648221 1 0.555556 0.982973 TRUE -19.0006 1.91788 7.85674 1.10068223653797 0.924719675994129
"7913" "2242330863068" 7912 12 80 0.223789 0.778694 1 0.555556 0.905216 TRUE -25.0695 -4.49572 5.15994 1.37902576183692 1.45902052483595
"7932" "2242330863068" 7931 31 80 1.02376 0.952268 1 0.555556 0.729962 TRUE -23.1926 1.66808 10.1531 1.29666423400235 1.00077832110861
"7936" "2242330863068" 7935 35 80 0.264644 0.71849 1 0.555556 0.94829 TRUE -25.8388 -8.81733 1.72332 1.44039497683195 1.41105605385626
"7938" "2242330863068" 7937 37 80 -0.0957641 0.425636 1 0.555556 0.966805 TRUE -21.6487 -0.999116 8.01475 1.25630623202787 2.41630726449
"7965" "2242330863068" 7964 64 80 0.0487049 0.590137 1 0.555556 0.997611 TRUE -20.555 3.28431 10.0866 1.19949531139462 3.3226511336647
"7970" "2242330863068" 7969 69 80 -0.27935 0.760329 1 0.555556 0.919556 TRUE -23.3653 -1.83699 7.91111 1.30053643283818 1.3722819097297
"7978" "2242330863068" 7977 77 80 -1.0619 0.408685 1 0.555556 0.957776 TRUE -20.5656 0.395321 8.48321 1.08878854619965 3.31845120372111
"7987" "2242330863068" 7986 86 80 -1.1223 0.453417 1 0.555556 0.979352 TRUE -21.2886 1.68134 4.94681 1.21872584351658 2.96825498304155
"8019" "2242330863068" 8018 18 81 -0.514779 0.891494 -1 0.777778 0.974469 TRUE -25.7114 -7.824 4.09378 1.44017309368306 -0.892047157232362
"8024" "2242330863068" 8023 23 81 -0.461592 0.605495 -1 0.777778 0.942365 TRUE -26.3401 -9.10871 0.22999 1.43026031235252 -2.69544419846499
"8035" "2242330863068" 8034 34 81 0.439994 0.840106 -1 0.777778 0.992261 TRUE -27.3454 -11.1949 -0.546773 1.44537578536627 -1.11892724180907
"8043" "2242330863068" 8042 42 81 -0.590438 0.72322 -1 0.777778 0.994065 TRUE -28.0913 -12.3463 -0.451371 1.54270437586745 -2.04122251964093
"8051" "2242330863068" 8050 50 81 -0.544558 0.620148 -1 0.777778 0.95152 TRUE -26.7236 -11.9862 0.384398 1.4164755698544 -1.22491212202516
"8073" "2242330863068" 8072 72 81 0.867645 0.682907 -1 0.777778 0.98216 TRUE -25.9213 -9.61664 -2.67595 1.48237795546648 -1.45988921418333
"8080" "2242330863068" 8079 79 81 0.149314 0.982635 -1 0.777778 0.919493 TRUE -29.6892 -11.8293 -4.86509 1.64402983074332 -1.82747012137586
"8086" "2242330863068" 8085 85 81 2.11091 0.819657 -1 0.777778 0.996498 TRUE -27.3823 -6.96175 1.92701 1.52419209515215 -2.31407202835687
"8089" "2242330863068" 8088 88 81 2.12688 0.95244 -1 0.777778 0.94081 TRUE -29.4552 -13.8587 -0.650171 1.65975568776622 -1.97820778477297
"8091" "2242330863068" 8090 90 81 -0.392253 0.215994 -1 0.777778 0.531952 TRUE -26.2505 -8.62359 1.9295 1.43973814421989 -0.9523453931293
"8119" "2242330863068" 8118 18 82 -1.80801 0.85586 -0.777778 0.777778 0.98788 TRUE -25.0259 -9.96052 -2.47848 1.35707498413053 -1.79708069287248
"8125" "2242330863068" 8124 24 82 -0.231249 0.999353 -0.777778 0.777778 0.906476 TRUE -29.1355 -13.009 -4.72947 1.66254678203334 -2.7188934521744
"8127" "2242330863068" 8126 26 82 -2.06154 0.852186 -0.777778 0.777778 0.988988 TRUE -29.9224 -9.94126 -3.47507 1.70257283021009 -0.584905648107928
"8128" "2242330863068" 8127 27 82 1.74076 1.04341 -0.777778 0.777778 0.86838 TRUE -28.6069 -13.9165 -3.06515 1.55029911437754 -1.63649282305373
"8130" "2242330863068" 8129 29 82 -0.55596 0.813999 -0.777778 0.777778 0.997379 TRUE -27.4599 -12.3221 -7.39101 1.50175151928342 -1.22336116406047
"8148" "2242330863068" 8147 47 82 0.892687 0.608949 -0.777778 0.777778 0.944588 TRUE -26.954 -11.755 -2.01327 1.38091581256589 -2.03728239073767
"8159" "2242330863068" 8158 58 82 -1.19068 0.831646 -0.777778 0.777778 0.994213 TRUE -25.1211 -6.96267 -1.23212 1.38449674869558 -1.75054640300888
"8169" "2242330863068" 8168 68 82 -0.558153 0.694959 -0.777778 0.777778 0.986376 TRUE -29.4192 -10.2191 -3.69439 1.68870595829932 -1.83758459618108
"8183" "2242330863068" 8182 82 82 0.792523 0.849354 -0.777778 0.777778 0.989806 TRUE -21.2982 -5.77583 2.54209 1.08357179824216 -0.689398504760211
"8187" "2242330863068" 8186 86 82 0.392705 0.780992 -0.777778 0.777778 0.999979 TRUE -28.7976 -12.2468 -1.88654 1.62803911793346 -1.32335180448734
"8203" "2242330863068" 8202 2 83 2.13449 0.501225 -0.555556 0.777778 0.858162 TRUE -28.3951 -7.63192 0.540354 1.55244325668069 -0.0393937062752465
"8225" "2242330863068" 8224 24 83 -2.45602 0.376838 -0.555556 0.777778 0.725057 TRUE -24.3895 -9.62368 -4.85306 1.25832308250264 -1.53480402331706
"8228" "2242330863068" 8227 27 83 2.34131 0.477149 -0.555556 0.777778 0.834639 TRUE -26.6943 -15.3426 -4.42217 1.41925382516002 -1.73701016086649
"8241" "2242330863068" 8240 40 83 1.51114 0.389928 -0.555556 0.777778 0.740185 TRUE -26.704 -10.7873 1.02084 1.4836553454853 -0.946980954277257
"8249" "2242330863068" 8248 48 83 -0.459107 0.834397 -0.555556 0.777778 0.993609 TRUE -29.1283 -11.9271 -0.284759 1.64805698096658 -1.66990728779707
"8272" "2242330863068" 8271 71 83 -0.0707609 0.729453 -0.555556 0.777778 0.99534 TRUE -29.6656 -9.78161 -1.48677 1.65763928231924 -0.684018832789539
"8282" "2242330863068" 8281 81 83 -1.60107 0.716184 -0.555556 0.777778 0.992441 TRUE -29.0708 -10.251 -1.98431 1.64266942186128 -0.387423891989387
"8284" "2242330863068" 8283 83 83 1.05783 0.544701 -0.555556 0.777778 0.897045 TRUE -28.1091 -12.7426 -5.14464 1.63505230205103 -2.04099806577856
"8294" "2242330863068" 8293 93 83 -1.26345 0.645743 -0.555556 0.777778 0.965734 TRUE -30.4045 -15.8627 -5.7492 1.66751851715399 -1.66973095772009
"8297" "2242330863068" 8296 96 83 0.217413 0.80466 -0.555556 0.777778 0.998556 TRUE -27.5614 -11.2683 -4.47859 1.57195468804877 -1.23395073774883
"8311" "2242330863068" 8310 10 84 1.09483 0.637313 -0.333333 0.777778 0.961308 TRUE -29.1609 -13.5652 -1.81215 1.66984679951972 -1.6010868297932
"8317" "2242330863068" 8316 16 84 -0.923189 0.849966 -0.333333 0.777778 0.989632 TRUE -31.2993 -14.9167 -5.71548 1.83221495716701 -0.307957351887713
"8330" "2242330863068" 8329 29 84 -1.52599 0.451583 -0.333333 0.777778 0.808313 TRUE -23.4846 -6.49007 3.1846 1.23979435735678 -0.179357036171477
"8357" "2242330863068" 8356 56 84 -0.818387 0.915586 -0.333333 0.777778 0.96273 TRUE -28.042 -9.43797 -0.131804 1.5076486211642 -1.05235583728058
"8365" "2242330863068" 8364 64 84 -0.694465 1.00857 -0.333333 0.777778 0.898951 TRUE -31.4283 -12.8471 -2.71137 1.82629375068087 0.260520604339254
