"LAcalc_SLiM" "LAcalc_1000ind_allmuts" "LAcalc_1000ind_NoMAFmuts" "LAcalc_1000ind_ClinalMuts" "LAcalc_1000ind_ClinalMutsLFMM" "LAcalc_1000ind_NonClinalMuts" "LAcalc_1000ind_RandomMuts_nClinal" "LAcalc_1000ind_RandomMuts_nNonClinal" "LAcalc_1000ind_nClinal" "LAcalc_1000ind_nNonClinal" "seed"
0.569 0.636 0.609 0.512 0.102 0.123 0.154 0.477 227 441 1232467
0.563 0.616 0.606 0.571 0.035 0.045 0.272 0.259 217 167 1232468
0.563 0.641 0.618 0.423 0.03 0.172 0.133 0.537 113 364 1232469
0.567 0.639 0.604 0.452 0.085 0.158 0.17 0.433 159 343 1232470
0.568 0.646 0.606 0.406 0.118 0.162 0.12 0.423 219 470 1232471
0.566 0.65 0.625 0.394 0.144 0.21 0.086 0.563 138 521 1232472
0.542 0.617 0.603 0.431 0.116 0.151 0.103 0.458 111 237 1232473
0.321 0.396 0.377 0.274 0.133 0.082 0.188 0.213 216 290 1232474
0.324 0.394 0.359 0.257 0.113 0.103 0.223 0.143 272 316 1232475
0.322 0.407 0.376 0.237 0.124 0.148 0.183 0.2 377 414 1232476
0.323 0.405 0.366 0.242 0.093 0.124 0.117 0.249 328 429 1232477
0.322 0.392 0.377 0.294 0.148 0.088 0.23 0.208 216 182 1232478
0.403 0.433 0.428 0.375 0.057 0.076 0.164 0.326 210 282 1232479
0.4 0.433 0.41 0.385 0.097 0.03 0.181 0.303 222 307 1232480
0.409 0.438 0.417 0.354 0.018 0.083 0.157 0.326 244 425 1232481
0.408 0.441 0.425 0.367 0.017 0.074 0.09 0.356 238 457 1232482
0.395 0.422 0.414 0.401 0 0.015 0.298 0.172 195 133 1232483
0.411 0.46 0.437 0.17 0.101 0.201 0.084 0.384 124 406 1232484
0.404 0.456 0.426 0.196 0.089 0.21 0.19 0.354 122 426 1232485
0.421 0.47 0.446 0.202 0.146 0.205 0.117 0.402 187 538 1232486
0.419 0.471 0.443 0.21 0.134 0.235 0.081 0.367 126 625 1232487
0.401 0.447 0.441 0.34 0.178 0.124 0.228 0.271 152 210 1232488
0.489 0.595 0.535 0.442 0.05 0.088 0.261 0.308 162 220 1232489
0.492 0.604 0.514 0.403 0.068 0.109 0.333 0.268 223 256 1232490
0.489 0.607 0.565 0.436 0.033 0.128 0.344 0.279 299 283 1232491
0.492 0.601 0.543 0.384 0.024 0.159 0.218 0.292 245 284 1232492
0.51 0.605 0.59 0.452 0.094 0.086 0.394 0.266 173 164 1232493
0.562 0.63 0.617 0.562 0.058 0.07 0.232 0.413 156 156 1232494
0.56 0.625 0.581 0.5 0.025 0.094 0.208 0.374 182 169 1232495
0.565 0.631 0.598 0.512 0.045 0.111 0.188 0.438 219 282 1232496
0.563 0.634 0.587 0.497 0.02 0.103 0.101 0.477 213 320 1232497
0.561 0.623 0.601 0.576 0 0.03 0.366 0.346 160 122 1232498
0.559 0.646 0.599 0.361 0 0.198 0.159 0.476 110 288 1232499
0.559 0.647 0.584 0.356 0.046 0.213 0.146 0.404 109 271 1232500
0.565 0.648 0.598 0.341 0.02 0.224 0.156 0.491 183 351 1232501
0.561 0.638 0.588 0.336 0 0.258 0.051 0.511 117 406 1232502
0.561 0.639 0.625 0.48 0.127 0.18 0.147 0.51 110 234 1232503
0.318 0.396 0.381 0.26 0.027 0.118 0.161 0.224 174 269 1232504
0.315 0.391 0.335 0.2 0.031 0.14 0.185 0.171 235 271 1232505
0.319 0.405 0.358 0.23 0.051 0.132 0.169 0.187 336 354 1232506
0.317 0.403 0.336 0.194 0.041 0.162 0.153 0.217 275 411 1232507
0.324 0.399 0.385 0.296 0.096 0.09 0.215 0.176 226 202 1232508
0.407 0.439 0.409 0.363 0 0.068 0.207 0.241 142 231 1232509
0.403 0.442 0.399 0.336 0 0.088 0.124 0.263 169 265 1232510
0.408 0.45 0.412 0.331 0.024 0.114 0.164 0.28 205 335 1232511
0.403 0.443 0.399 0.288 0 0.133 0.085 0.322 201 389 1232512
0.393 0.431 0.421 0.397 0 0.032 0.234 0.23 159 141 1232513
0.415 0.472 0.434 0.212 0 0.188 0.1 0.367 85 344 1232514
0.409 0.462 0.4 0.185 0.057 0.182 0.128 0.288 118 379 1232515
0.415 0.476 0.43 0.186 0.017 0.246 0.108 0.346 171 482 1232516
0.408 0.468 0.429 0.134 0.016 0.303 0.034 0.374 95 522 1232517
0.398 0.454 0.428 0.184 0 0.152 0.112 0.375 102 248 1232518
0.511 0.533 0.517 0.514 0.447 0.012 0.239 0.391 23 14 1232519
0.514 0.534 0.532 0.529 0.333 0.013 0.332 0.277 27 11 1232520
0.515 0.535 0.535 0.52 0.462 0.027 0.349 0.148 32 19 1232521
0.51 0.537 0.534 0.531 0.485 0.009 0.258 0.368 31 17 1232522
0.507 0.529 0.527 0.527 0.213 -0.002 0.285 0.208 26 14 1232523
0.482 0.526 0.515 0.511 0.378 0.005 0.279 0.243 26 17 1232524
0.478 0.525 0.511 0.492 0.297 0.023 0.311 0.355 35 26 1232525
0.494 0.531 0.527 0.523 0.431 0.009 0.241 0.403 33 22 1232526
0.484 0.531 0.521 0.518 0.403 0.004 0.146 0.509 38 22 1232527
0.476 0.522 0.511 0.503 0.418 0.009 0.27 0.117 24 8 1232528
0.486 0.528 0.463 0.459 0.347 0.007 0.233 0.348 20 15 1232529
0.487 0.53 0.522 0.516 0.417 0.01 0.258 0.375 27 28 1232530
0.493 0.53 0.523 0.52 0.442 0.004 0.119 0.384 42 19 1232531
0.482 0.528 0.513 0.499 0.345 0.022 0.065 0.456 42 35 1232532
0.469 0.515 0.501 0.475 0.167 0.028 0.064 0.401 28 24 1232533
0.507 0.595 0.527 0.427 0.298 0.015 0.211 0.415 39 33 1232534
0.495 0.585 0.549 0.465 0.279 0.047 0.289 0.236 44 35 1232535
0.504 0.604 0.584 0.472 0.489 0.085 0.254 0.328 50 44 1232536
0.5 0.604 0.546 0.414 0.417 0.094 0.207 0.361 51 50 1232537
0.497 0.586 0.566 0.451 0.268 0.091 0.473 0.25 45 23 1232538
0.568 0.621 0.618 0.611 0.411 0.008 0.399 0.356 31 16 1232539
0.57 0.627 0.604 0.6 0.468 0.004 0.113 0.326 38 26 1232540
0.577 0.63 0.536 0.524 0.397 0.02 0.256 0.433 51 33 1232541
0.571 0.629 0.622 0.602 0.537 0.028 0.102 0.391 41 41 1232542
0.566 0.622 0.613 0.611 0.561 0.003 0.338 0.423 22 19 1232543
0.573 0.644 0.628 0.463 0.512 0.11 0.096 0.513 30 39 1232544
0.557 0.635 0.621 0.546 0.479 0.076 0.214 0.406 30 42 1232545
0.571 0.652 0.638 0.415 0.541 0.156 0.05 0.431 30 66 1232546
0.567 0.648 0.637 0.419 0.529 0.142 0.156 0.531 38 47 1232547
0.546 0.631 0.596 0.479 0.327 0.091 0.206 0.525 37 32 1232548
0.313 0.389 0.365 0.215 0.086 0.104 0.23 0.076 37 56 1232549
0.315 0.4 0.355 0.199 0.111 0.091 0.107 0.1 58 58 1232550
0.327 0.409 0.377 0.213 0.265 0.119 0.222 0.233 62 71 1232551
0.326 0.409 0.379 0.248 0.256 0.093 0.08 0.288 61 69 1232552
0.33 0.399 0.382 0.283 0.198 0.076 0.218 0.173 42 37 1232553
0.411 0.444 0.439 0.428 0.259 0.013 0.133 0.338 34 34 1232554
0.407 0.44 0.43 0.421 0.34 0.016 0.119 0.155 50 50 1232555
0.41 0.443 0.433 0.414 0.317 0.027 0.108 0.214 52 50 1232556
0.41 0.446 0.437 0.426 0.339 0.015 0.083 0.346 41 59 1232557
0.4 0.43 0.419 0.415 0.264 0.003 0.154 0.285 29 24 1232558
0.408 0.458 0.437 0.204 0.328 0.168 0.026 0.396 26 56 1232559
0.417 0.471 0.448 0.293 0.324 0.123 0.21 0.28 32 65 1232560
0.412 0.466 0.446 0.347 0.314 0.086 0.097 0.298 36 67 1232561
0.414 0.467 0.428 0.192 0.335 0.191 0.063 0.358 27 83 1232562
0.388 0.45 0.429 0.173 0.306 0.204 0.029 0.291 15 48 1232563
0.501 0.602 0.591 0.497 0.403 0.064 0.306 0.299 21 12 1232564
0.495 0.59 0.549 0.484 0.302 0.055 0.301 0.382 19 14 1232565
0.505 0.595 0.586 0.449 0.56 0.103 0.217 0.248 20 17 1232566
0.501 0.601 0.583 0.494 0.529 0.052 0.278 0.384 24 12 1232567
0.49 0.583 0.565 0.501 0.175 0.031 0.309 0.244 25 11 1232568
0.57 0.625 0.62 0.619 0.542 0 0.103 0.231 18 7 1232569
0.565 0.622 0.612 0.603 0.515 0.012 0.3 0.306 23 10 1232570
0.577 0.629 0.598 0.591 0.543 -0.001 0.222 0.479 21 7 1232571
0.567 0.634 0.63 0.626 0.582 0.006 0.167 0.517 28 8 1232572
0.558 0.616 0.611 0.605 0.353 0.008 0.218 0.257 22 5 1232573
0.561 0.645 0.631 0.37 0.448 0.21 0.216 0.56 16 14 1232574
0.565 0.643 0.625 0.453 0.434 0.159 0.111 0.58 17 14 1232575
0.573 0.644 0.621 0.47 0.586 0.15 0.127 0.485 20 16 1232576
0.568 0.649 0.625 0.493 0.58 0.106 0.048 0.589 16 21 1232577
0.549 0.628 0.623 0.376 0.241 0.213 0.283 0.304 11 17 1232578
0.326 0.408 0.369 0.228 0.124 0.107 0.08 0.188 16 25 1232579
0.32 0.4 0.374 0.271 0.226 0.058 0.128 0.185 26 17 1232580
0.319 0.405 0.379 0.271 0.303 0.073 0.148 0.169 31 17 1232581
0.313 0.396 0.299 0.213 0.232 0.079 0.115 0.213 33 31 1232582
0.328 0.41 0.389 0.315 0.104 0.061 0.21 0.174 26 13 1232583
0.395 0.43 0.43 0.427 0.333 0.003 0.326 0.187 10 7 1232584
0.399 0.436 0.425 0.411 0.288 0.021 0.198 0.16 26 16 1232585
0.404 0.44 0.427 0.41 0.367 0.022 0.098 0.364 24 13 1232586
0.406 0.446 0.321 0.304 0.213 0.017 0.015 0.249 27 14 1232587
0.404 0.438 0.433 0.428 0.093 0.009 0.236 0.226 21 11 1232588
0.41 0.469 0.458 0.352 0.315 0.116 0.258 0.438 18 23 1232589
0.414 0.472 0.45 0.271 0.271 0.143 0.106 0.342 17 28 1232590
0.413 0.47 0.458 0.236 0.355 0.202 0.097 0.418 22 29 1232591
0.41 0.47 0.366 0.16 0.297 0.197 -0.004 0.282 15 34 1232592
0.392 0.45 0.431 0.259 0.273 0.175 0.117 0.331 10 20 1232593
0.513 0.531 0.531 0.531 0.528 0 0.303 0.26 7 0 1232594
0.499 0.524 0.524 0.474 0.415 0.025 0.358 0.243 5 1 1232595
0.521 0.537 0.537 0.537 0.537 0 0.199 0.217 5 0 1232596
0.507 0.522 0.522 0.524 0.524 -0.014 0.098 0.251 7 1 1232597
0.502 0.532 0.532 0.485 0.295 0.028 0.103 0 3 2 1232598
0.45 0.482 0.478 0.478 0.468 0 0.233 0.468 3 0 1232599
0.471 0.504 0.504 0.504 0.442 0 0.239 0.263 4 0 1232600
0.497 0.527 0.528 0.489 0.489 0.005 0.181 0.103 6 2 1232601
0.492 0.529 0.529 0.529 0.517 0 0 0.4 5 0 1232602
0.476 0.517 0.517 0.517 0.49 0 0.255 0.235 5 0 1232603
0.449 0.498 0.498 0.498 0.447 0 0.059 0.059 4 0 1232604
0.438 0.469 0.469 0.469 0.454 0 0.138 0.253 6 0 1232605
0.48 0.525 0.525 0.525 0.525 0 0.076 0.382 5 0 1232606
0.486 0.521 0.521 0.521 0.521 0 0 0.149 6 0 1232607
0.484 0.522 0.522 0.522 0.44 0 0.182 0.301 6 0 1232608
0.472 0.559 0.539 0.439 0.476 0.043 0.177 0.318 7 3 1232609
0.498 0.601 0.524 0.48 0.48 0.011 0.145 0.03 7 4 1232610
0.493 0.6 0.6 0.459 0.565 0.043 0.304 0.181 8 6 1232611
0.51 0.613 0.613 0.611 0.611 0.002 0.161 0.287 9 1 1232612
0.479 0.569 0.538 0.546 0.383 -0.006 0.102 0.391 6 2 1232613
0.544 0.622 0.622 0.622 0.606 0 0.086 0.621 7 0 1232614
0.564 0.622 0.622 0.622 0.544 0 0.148 0.008 6 0 1232615
0.552 0.614 0.614 0.612 0.523 0.003 0.192 0.466 13 1 1232616
0.573 0.613 0.612 0.612 0.613 0 0.312 0.534 10 0 1232617
0.552 0.624 0.624 0.624 0.593 -0.002 0.124 0.511 6 1 1232618
0.525 0.599 0.599 0.599 0.519 0 0.107 0.599 8 0 1232619
0.511 0.588 0.548 0.546 0.546 0.002 0.139 0.46 7 2 1232620
0.574 0.64 0.64 0.616 0.633 0.029 0.241 0.544 7 2 1232621
0.572 0.641 0.641 0.613 0.641 0.031 0.123 0.641 7 1 1232622
0.544 0.609 0.608 0.601 0.582 0.009 0.229 0.457 7 2 1232623
0.311 0.379 0.379 0.343 0.338 0.031 0.205 0.031 5 2 1232624
0.29 0.358 0.334 0.264 0.266 0.039 0.241 0.275 6 3 1232625
0.324 0.424 0.423 0.281 0.423 0.127 0.13 0.13 5 7 1232626
0.328 0.43 0.372 0.286 0.372 0.084 0.021 0.241 5 5 1232627
0.336 0.411 0.41 0.335 0.368 0.045 0.313 0.056 7 6 1232628
0.387 0.43 0.43 0.38 0.379 0.033 0.034 0.232 5 3 1232629
0.386 0.412 0.411 0.411 0.365 0 0.079 0.336 7 0 1232630
0.413 0.442 0.442 0.442 0.441 0 0.06 0.277 7 0 1232631
0.402 0.435 0.434 0.434 0.419 0.001 0.037 0.419 6 1 1232632
0.37 0.406 0.403 0.395 0.256 -0.003 0.197 0.129 6 1 1232633
0.417 0.467 0.467 0.278 0.408 0.107 0 0.439 6 2 1232634
0.415 0.461 0.461 0.35 0.449 0.086 0.104 0.449 4 2 1232635
0.419 0.464 0.463 0.463 0.456 0 0.119 0.223 8 0 1232636
0.422 0.471 0.47 0.181 0.272 -0.044 0 0.47 4 4 1232637
0.379 0.436 0.436 0.333 0.307 0.016 0.174 0.282 6 1 1232638
0.462 0.583 0.583 0.543 0.496 0.026 0.202 0.331 6 2 1232639
0.458 0.564 0.553 0.416 0.435 0.108 0.355 0.106 6 6 1232640
0.483 0.591 0.585 0.48 0.585 0.038 0.191 0.211 7 5 1232641
0.476 0.581 0.58 0.486 0.459 0.063 0.236 0.313 7 3 1232642
0.481 0.574 0.517 0.341 0.339 0.133 0.313 0.162 5 8 1232643
0.522 0.587 0.587 0.587 0.509 0 0.173 0.302 6 0 1232644
0.532 0.606 0.606 0.596 0.596 0.01 0.146 0.469 5 1 1232645
0.544 0.614 0.614 0.418 0.306 0.04 0.57 0.137 7 1 1232646
0.543 0.619 0.619 0.586 0.569 0.021 0.143 0.375 6 1 1232647
0.53 0.605 0.605 0.587 0.473 0.012 0.495 0.43 7 1 1232648
0.544 0.616 0.615 0.615 0.597 0 0 0.405 7 0 1232649
0.529 0.613 0.609 0.404 0.568 0.171 0.287 0.368 5 3 1232650
0.548 0.637 0.637 0.32 0.622 0.191 0.059 0.349 5 6 1232651
0.538 0.623 0.613 0.593 0.59 0.013 0.007 0.613 5 2 1232652
0.51 0.606 0.606 0.536 0.595 0.061 0 0.265 5 2 1232653
0.293 0.377 0.356 0.274 0.333 0.071 0.057 0.151 3 5 1232654
0.327 0.402 0.241 0.192 0.241 0.066 0.215 0.05 5 5 1232655
0.331 0.412 0.407 0.316 0.372 0.042 0.059 0.33 5 3 1232656
0.324 0.417 0.417 0.256 0.358 -0.003 0.138 0.323 6 3 1232657
0.319 0.401 0.401 0.313 0.266 0.075 0.239 0.269 6 4 1232658
0.394 0.431 0.432 0.432 0.414 0 0.428 0.417 5 0 1232659
0.393 0.423 0.422 0.422 0.31 0 0.095 0.148 6 0 1232660
0.411 0.441 0.441 0.441 0.438 0 0.006 0.22 6 0 1232661
0.373 0.426 0.425 0.425 0.425 0 0.106 0.342 4 0 1232662
0.366 0.412 0.412 0.372 0 0.044 0.178 0.219 5 1 1232663
0.383 0.435 0.436 0.361 0.423 0.071 0.069 0.23 5 1 1232664
0.406 0.446 0.446 0.446 0.446 0 0.179 0.395 6 0 1232665
0.418 0.477 0.477 0.347 0.477 0.111 0.029 0.323 5 2 1232666
0.404 0.475 0.475 0.432 0.463 0.049 0.099 0.475 6 2 1232667
0.374 0.448 0.448 0.41 0.397 0.034 0.289 0.091 5 2 1232668
0.505 0.536 0.523 0.507 0.18 0.032 0.316 0.253 137 182 1232669
0.495 0.532 0.513 0.5 0.016 0.019 0.384 0.158 200 182 1232670
0.502 0.534 0.507 0.496 0 0.025 0.272 0.259 251 163 1232671
0.501 0.536 0.519 0.499 0.076 0.044 0.238 0.334 252 206 1232672
0.501 0.532 0.518 0.518 0.1 -0.052 0.385 0.091 155 129 1232673
0.479 0.53 0.488 0.43 0 0.056 0.192 0.338 149 230 1232674
0.483 0.53 0.497 0.416 0 0.092 0.178 0.308 164 242 1232675
0.487 0.528 0.509 0.443 0.022 0.086 0.188 0.379 207 269 1232676
0.476 0.529 0.497 0.404 0 0.109 0.065 0.413 196 351 1232677
0.471 0.519 0.512 0.487 0.068 0.041 0.252 0.38 146 135 1232678
0.481 0.526 0.502 0.413 0 0.116 0.093 0.383 97 280 1232679
0.483 0.525 0.482 0.385 0.041 0.105 0.121 0.353 153 293 1232680
0.487 0.529 0.492 0.447 0 0.065 0.179 0.374 208 311 1232681
0.485 0.533 0.489 0.394 0 0.104 0.078 0.422 150 357 1232682
0.478 0.526 0.518 0.478 0 0.022 0.158 0.242 112 163 1232683
0.502 0.597 0.574 0.499 0.174 0.076 0.242 0.207 190 254 1232684
0.496 0.59 0.543 0.476 0.097 0.062 0.322 0.229 271 284 1232685
0.498 0.608 0.582 0.438 0.066 0.127 0.283 0.212 381 342 1232686
0.495 0.605 0.562 0.45 0.177 0.094 0.198 0.353 352 397 1232687
0.502 0.586 0.568 0.483 0.097 0.064 0.344 0.228 262 193 1232688
0.569 0.629 0.615 0.579 0.096 0.047 0.186 0.332 201 218 1232689
0.558 0.613 0.59 0.518 0.084 0.066 0.27 0.338 215 284 1232690
0.578 0.635 0.599 0.541 0.068 0.069 0.28 0.447 280 363 1232691
0.568 0.63 0.61 0.52 0.012 0.133 0.134 0.49 265 417 1232692
0.569 0.62 0.609 0.589 0.04 0.023 0.341 0.226 196 171 1232693
0.569 0.643 0.595 0.378 0.036 0.149 0.127 0.456 134 372 1232694
0.567 0.646 0.619 0.374 0.097 0.181 0.116 0.457 143 377 1232695
0.57 0.649 0.623 0.383 0.062 0.193 0.211 0.465 212 485 1232696
0.568 0.649 0.618 0.373 0.137 0.238 0.06 0.515 151 527 1232697
0.551 0.632 0.607 0.382 0.092 0.164 0.163 0.405 133 276 1232698
0.316 0.382 0.352 0.256 0.077 0.094 0.163 0.186 206 315 1232699
0.314 0.388 0.356 0.26 0.159 0.1 0.198 0.152 284 325 1232700
0.323 0.402 0.371 0.252 0.095 0.112 0.188 0.214 383 425 1232701
0.32 0.406 0.386 0.255 0.106 0.134 0.17 0.239 332 456 1232702
0.321 0.383 0.375 0.327 0.113 0.053 0.23 0.075 224 182 1232703
0.403 0.437 0.417 0.359 0 0.075 0.23 0.263 185 261 1232704
0.405 0.438 0.401 0.368 0.126 0.042 0.137 0.206 196 272 1232705
0.412 0.447 0.415 0.333 0 0.108 0.165 0.335 237 497 1232706
0.406 0.443 0.412 0.357 0.046 0.075 0.086 0.303 231 492 1232707
0.406 0.433 0.425 0.401 0.066 0.025 0.178 0.338 189 254 1232708
0.424 0.474 0.452 0.221 0.071 0.194 0.055 0.37 119 432 1232709
0.419 0.47 0.452 0.268 0.12 0.139 0.154 0.339 135 414 1232710
0.419 0.475 0.438 0.218 0.091 0.186 0.104 0.343 196 530 1232711
0.415 0.463 0.44 0.209 0.1 0.218 0.035 0.381 133 656 1232712
0.402 0.453 0.434 0.252 0.049 0.169 0.125 0.299 151 248 1232713
0.492 0.591 0.568 0.451 0 0.111 0.289 0.349 156 235 1232714
0.488 0.59 0.494 0.412 0.095 0.094 0.3 0.224 211 235 1232715
0.489 0.6 0.555 0.459 0.063 0.086 0.3 0.286 280 273 1232716
0.491 0.6 0.438 0.399 0.079 0.11 0.221 0.331 235 281 1232717
0.498 0.604 0.588 0.471 0.047 0.083 0.32 0.31 243 179 1232718
0.564 0.622 0.595 0.551 0.018 0.063 0.272 0.408 135 152 1232719
0.569 0.631 0.568 0.51 0 0.069 0.178 0.344 164 198 1232720
0.567 0.627 0.583 0.51 0.016 0.085 0.189 0.395 221 258 1232721
0.563 0.625 0.598 0.488 0 0.132 0.162 0.475 195 281 1232722
0.555 0.62 0.608 0.567 0 0.056 0.31 0.322 147 114 1232723
0.558 0.64 0.603 0.431 0 0.169 0.179 0.487 121 277 1232724
0.559 0.64 0.601 0.422 0.113 0.179 0.225 0.463 121 292 1232725
0.569 0.646 0.586 0.392 0.045 0.199 0.089 0.499 173 326 1232726
0.559 0.649 0.601 0.357 0.056 0.254 0.083 0.555 129 409 1232727
0.542 0.632 0.604 0.32 0.09 0.18 0.187 0.509 98 212 1232728
0.32 0.404 0.382 0.255 0.03 0.124 0.208 0.236 178 279 1232729
0.309 0.385 0.339 0.203 0.046 0.133 0.177 0.137 242 311 1232730
0.32 0.407 0.363 0.225 0.038 0.129 0.204 0.196 312 384 1232731
0.318 0.402 0.35 0.22 0.026 0.128 0.143 0.2 292 419 1232732
0.323 0.403 0.377 0.282 0.062 0.089 0.179 0.187 211 156 1232733
0.409 0.445 0.431 0.382 0 0.072 0.207 0.281 170 248 1232734
0.399 0.435 0.386 0.336 0 0.06 0.22 0.259 159 255 1232735
0.404 0.442 0.4 0.306 0 0.119 0.166 0.244 208 347 1232736
0.401 0.437 0.401 0.291 0 0.119 0.056 0.313 175 392 1232737
0.388 0.418 0.399 0.349 0 0.062 0.16 0.253 153 157 1232738
0.407 0.461 0.428 0.197 0 0.209 0.058 0.364 95 395 1232739
0.412 0.464 0.4 0.228 0.052 0.204 0.09 0.355 101 337 1232740
0.414 0.474 0.429 0.201 0.017 0.242 0.108 0.329 164 442 1232741
0.415 0.475 0.433 0.175 0.038 0.25 0.052 0.391 91 563 1232742
0.413 0.47 0.454 0.266 0.087 0.148 0.148 0.309 132 263 1232743
0.515 0.537 0.413 0.408 0.362 0.008 0.174 0.24 24 17 1232744
0.514 0.536 0.524 0.523 0.389 0.001 0.219 0.08 27 15 1232745
0.512 0.535 0.533 0.529 0.302 0.01 0.331 0.214 36 18 1232746
0.509 0.531 0.53 0.529 0.462 0 0.307 0.15 37 15 1232747
0.508 0.537 0.535 0.534 0.026 0 0.176 0.168 28 10 1232748
0.485 0.526 0.468 0.47 0.354 -0.006 0.065 0.197 23 18 1232749
0.476 0.522 0.51 0.508 0.398 0.002 0.27 0.362 27 21 1232750
0.49 0.529 0.519 0.517 0.429 0.001 0.239 0.304 39 14 1232751
0.481 0.53 0.52 0.508 0.393 0.02 0.149 0.414 41 24 1232752
0.472 0.518 0.509 0.498 0.225 0.013 0.265 0.204 22 9 1232753
0.481 0.524 0.512 0.507 0.332 0.009 0.121 0.407 27 19 1232754
0.479 0.522 0.516 0.51 0.355 0.007 0.076 0.382 34 17 1232755
0.491 0.527 0.524 0.518 0.465 0.009 0.239 0.418 27 24 1232756
0.484 0.53 0.519 0.513 0.44 0.011 0.056 0.465 32 20 1232757
0.47 0.512 0.432 0.423 0.191 0 0.058 0.371 30 12 1232758
0.496 0.589 0.575 0.442 0.365 0.06 0.248 0.368 33 32 1232759
0.494 0.587 0.523 0.402 0.424 0.075 0.187 0.194 51 33 1232760
0.501 0.612 0.593 0.447 0.502 0.108 0.239 0.219 56 51 1232761
0.505 0.602 0.583 0.401 0.499 0.128 0.238 0.356 48 57 1232762
0.509 0.609 0.595 0.409 0.146 0.086 0.205 0.196 34 31 1232763
0.567 0.616 0.608 0.602 0.489 0.006 0.357 0.496 34 19 1232764
0.566 0.624 0.613 0.605 0.395 0.016 0.242 0.493 42 23 1232765
0.576 0.628 0.615 0.61 0.468 0.003 0.145 0.28 48 23 1232766
0.572 0.63 0.617 0.611 0.515 0.009 0.171 0.571 48 30 1232767
0.562 0.619 0.614 0.608 0.437 0.002 0.253 0.266 29 20 1232768
0.567 0.648 0.633 0.55 0.516 0.075 0.216 0.583 24 35 1232769
0.562 0.641 0.622 0.46 0.38 0.113 0.181 0.423 34 45 1232770
0.573 0.654 0.636 0.434 0.51 0.147 0.099 0.492 43 67 1232771
0.567 0.648 0.638 0.482 0.526 0.145 0.104 0.625 33 80 1232772
0.552 0.636 0.628 0.434 0.513 0.076 0.308 0.365 27 33 1232773
0.326 0.402 0.384 0.232 0.149 0.119 0.11 0.097 43 57 1232774
0.314 0.393 0.336 0.23 0.235 0.101 0.176 0.162 49 47 1232775
0.326 0.413 0.393 0.231 0.303 0.148 0.265 0.168 46 50 1232776
0.32 0.408 0.385 0.228 0.327 0.12 0.161 0.213 46 62 1232777
0.325 0.4 0.388 0.232 0.199 0.113 0.279 0.066 40 37 1232778
0.402 0.44 0.433 0.425 0.204 0.012 0.261 0.16 43 45 1232779
0.404 0.434 0.413 0.395 0.301 0.023 0.25 0.357 45 43 1232780
0.412 0.444 0.409 0.396 0.248 0.019 0.207 0.183 55 50 1232781
0.404 0.44 0.425 0.411 0.346 0.015 0.172 0.212 45 50 1232782
0.389 0.419 0.41 0.401 0.295 0.01 0.232 0.169 34 24 1232783
0.413 0.465 0.456 0.283 0.382 0.124 0.095 0.429 24 47 1232784
0.411 0.471 0.453 0.174 0.36 0.185 0.145 0.397 25 74 1232785
0.415 0.473 0.455 0.208 0.316 0.183 0.122 0.346 45 90 1232786
0.417 0.472 0.44 0.194 0.349 0.222 0.005 0.387 41 84 1232787
0.409 0.461 0.447 0.221 0.321 0.17 0.091 0.248 23 49 1232788
0.501 0.601 0.525 0.427 0.397 0.095 0.291 0.312 16 13 1232789
0.5 0.599 0.509 0.379 0.368 0.096 0.256 0.305 17 17 1232790
0.505 0.604 0.591 0.467 0.529 0.08 0.238 0.275 24 15 1232791
0.501 0.605 0.59 0.413 0.551 0.12 0.229 0.393 23 22 1232792
0.489 0.589 0.586 0.459 0.399 0.072 0.309 0.251 21 16 1232793
0.568 0.624 0.62 0.616 0.496 0.007 0.17 0.506 19 6 1232794
0.562 0.622 0.614 0.613 0.416 0.001 0.326 0.362 22 4 1232795
0.574 0.631 0.622 0.613 0.533 0.014 0.319 0.402 25 9 1232796
0.573 0.633 0.628 0.624 0.582 0.006 0.174 0.557 17 7 1232797
0.56 0.617 0.588 0.58 0.527 0.008 0.237 0.293 15 6 1232798
0.563 0.641 0.636 0.484 0.494 0.138 0.314 0.611 16 16 1232799
0.565 0.644 0.637 0.388 0.288 0.182 0.267 0.581 15 22 1232800
0.573 0.646 0.633 0.382 0.325 0.192 0.146 0.412 23 16 1232801
0.566 0.649 0.613 0.473 0.571 0.117 0.066 0.499 18 12 1232802
0.546 0.629 0.621 0.547 0.349 0.083 0.232 0.452 17 14 1232803
0.309 0.396 0.382 0.255 0.159 0.105 0.283 0.203 22 31 1232804
0.317 0.403 0.326 0.181 0.276 0.11 0.145 0.219 23 21 1232805
0.322 0.4 0.314 0.207 0.295 0.093 0.074 0.09 28 31 1232806
0.323 0.408 0.38 0.277 0.301 0.09 0.232 0.252 26 29 1232807
0.318 0.39 0.358 0.165 0.122 0.089 0.102 0.157 19 28 1232808
0.398 0.434 0.422 0.418 0.287 0.006 0.195 0.211 20 8 1232809
0.4 0.436 0.417 0.412 0.249 0.007 0.233 0.251 19 12 1232810
0.404 0.44 0.432 0.422 0.289 0.014 0.187 0.24 28 14 1232811
0.403 0.441 0.354 0.34 0.262 0.015 -0.02 0.311 22 15 1232812
0.4 0.438 0.432 0.416 0.288 0.019 0.349 0.128 19 11 1232813
