"LAcalc_SLiM" "LAcalc_1000ind_allmuts" "LAcalc_1000ind_NoMAFmuts" "LAcalc_1000ind_ClinalMuts" "LAcalc_1000ind_ClinalMutsLFMM" "LAcalc_1000ind_NonClinalMuts" "LAcalc_1000ind_RandomMuts_nClinal" "LAcalc_1000ind_RandomMuts_nNonClinal" "LAcalc_1000ind_nClinal" "LAcalc_1000ind_nNonClinal" "seed"
0.395 0.451 0.445 0.374 0.311 0.04 0.212 0.349 27 52 1232113
0.503 0.606 0.536 0.397 0.29 0.074 0.247 0.217 17 12 1232114
0.5 0.595 0.524 0.447 0.444 0.062 0.233 0.232 17 10 1232115
0.507 0.608 0.598 0.419 0.581 0.12 0.418 0.082 20 15 1232116
0.505 0.603 0.538 0.435 0.494 0.074 0.295 0.258 27 14 1232117
0.498 0.593 0.586 0.43 0.347 0.075 0.441 0.298 19 16 1232118
0.559 0.62 0.599 0.579 0.552 0.021 0.193 0.354 14 4 1232119
0.568 0.626 0.603 0.603 0.476 -0.002 0.234 0.423 19 6 1232120
0.579 0.634 0.627 0.623 0.539 0.002 0.171 0.375 24 4 1232121
0.569 0.628 0.62 0.617 0.508 0.004 0.276 0.545 21 6 1232122
0.549 0.614 0.611 0.606 0.323 -0.001 0.336 0.409 18 3 1232123
0.558 0.637 0.627 0.397 0.375 0.132 0.022 0.485 15 17 1232124
0.563 0.638 0.615 0.526 0.471 0.071 0.075 0.539 17 7 1232125
0.569 0.649 0.641 0.391 0.606 0.19 0.173 0.521 19 19 1232126
0.569 0.649 0.639 0.428 0.589 0.164 0.109 0.612 17 17 1232127
0.55 0.63 0.617 0.511 0.439 0.089 0.209 0.51 20 6 1232128
0.316 0.4 0.367 0.205 0.094 0.117 0.212 0.127 17 18 1232129
0.321 0.394 0.312 0.211 0.191 0.055 0.212 0.161 29 22 1232130
0.323 0.406 0.359 0.209 0.324 0.105 0.204 0.21 24 31 1232131
0.318 0.404 0.377 0.269 0.274 0.09 0.095 0.103 36 31 1232132
0.328 0.407 0.386 0.218 0.14 0.094 0.177 0.272 22 20 1232133
0.404 0.436 0.395 0.398 0.198 -0.001 0.135 0.163 18 8 1232134
0.394 0.432 0.422 0.412 0.348 0.014 0.119 0.34 21 7 1232135
0.408 0.443 0.428 0.424 0.332 0.006 0.167 0.371 25 9 1232136
0.406 0.445 0.434 0.429 0.303 0.006 0.059 0.383 30 10 1232137
0.384 0.422 0.405 0.391 0.229 0.02 0.194 0.055 16 13 1232138
0.406 0.465 0.439 0.225 0.336 0.184 0.082 0.424 14 19 1232139
0.409 0.465 0.448 0.245 0.388 0.169 0.195 0.423 14 28 1232140
0.414 0.469 0.371 0.156 0.246 0.112 0.124 0.181 19 26 1232141
0.412 0.475 0.457 0.235 0.376 0.188 0.058 0.452 13 39 1232142
0.402 0.461 0.453 0.293 0.305 0.145 0.233 0.325 14 18 1232143
0.495 0.524 0.501 0.501 0.462 0 0.187 0 5 0 1232144
0.479 0.503 0.393 0.393 0.393 0 0.313 0 4 0 1232145
0.504 0.528 0.528 0.528 0.521 0 0.171 0.046 7 0 1232146
0.511 0.535 0.535 0.533 0.459 0.005 0.481 0.4 5 1 1232147
0.507 0.529 0.528 0.528 0.528 0 0.528 0.133 4 0 1232148
0.48 0.53 0.53 0.517 0.414 0.014 0.183 0.235 5 1 1232149
0.455 0.487 0.487 0.487 0.46 0 0.264 0.238 5 0 1232150
0.502 0.53 0.53 0.53 0.53 0 0.049 0.087 5 0 1232151
0.49 0.531 0.531 0.531 0.531 0 0.001 0.351 7 0 1232152
0.478 0.527 0.527 0.518 0.467 -0.047 -0.033 0.173 4 2 1232153
0.485 0.515 0.515 0.515 0.504 0 0.379 0.501 5 0 1232154
0.445 0.475 0.475 0.475 0.467 0 0.033 0.366 6 0 1232155
0.497 0.53 0.53 0.53 0.493 0 0.196 0.509 7 0 1232156
0.48 0.525 0.525 0.525 0.491 0 0.114 0.525 6 0 1232157
0.484 0.525 0.525 0.525 0.449 0 0.289 0.457 5 0 1232158
0.462 0.558 0.558 0.339 0.381 0.099 0.205 0.073 4 11 1232159
0.499 0.601 0.587 0.526 0.384 0.042 0.33 0.351 7 4 1232160
0.503 0.586 0.586 0.457 0.585 0.052 0.035 0.475 9 6 1232161
0.49 0.59 0.591 0.447 0.552 0.063 0.302 0.406 9 6 1232162
0.474 0.596 0.594 0.542 0.379 0.023 0.167 0.214 7 4 1232163
0.562 0.621 0.621 0.538 0.497 -0.048 0.243 0.074 8 1 1232164
0.564 0.606 0.607 0.607 0.547 0 0.515 0.323 7 0 1232165
0.557 0.618 0.618 0.617 0.589 0.001 -0.05 0.528 9 1 1232166
0.555 0.624 0.624 0.624 0.624 0 0.085 0.514 6 0 1232167
0.534 0.614 0.614 0.614 0.598 0 0.598 0.441 5 0 1232168
0.561 0.642 0.642 0.597 0.642 0.045 0.351 0.277 5 1 1232169
0.561 0.627 0.627 0.627 0.627 0 0.228 0.336 8 0 1232170
0.57 0.644 0.644 0.589 0.634 0.047 0.215 0.556 8 1 1232171
0.561 0.65 0.487 0.423 0.406 0.006 0.054 0.487 7 2 1232172
0.524 0.612 0.612 0.612 0.419 0 0.034 0.612 7 0 1232173
0.274 0.335 0.321 0.301 0.3 0.015 0.192 0.199 7 2 1232174
0.306 0.377 0.377 0.298 0.222 0.007 0.12 0.165 5 4 1232175
0.329 0.4 0.4 0.4 0.397 0 0.177 0.128 10 0 1232176
0.324 0.404 0.33 0.293 0.397 0.108 0.168 0.162 5 11 1232177
0.296 0.351 0.321 0.194 0.283 0.061 0.254 0.053 6 5 1232178
0.385 0.431 0.431 0.431 0.427 0 0.02 0.228 5 0 1232179
0.409 0.438 0.438 0.438 0.401 0 0.147 0.334 6 1 1232180
0.397 0.42 0.417 0.417 0.417 0 0.334 0.405 6 0 1232181
0.408 0.444 0.444 0.442 0.442 -0.006 0.029 0.444 4 2 1232182
0.37 0.419 0.419 0.419 0.385 0 0.235 0.239 7 0 1232183
0.374 0.431 0.431 0.376 0.417 0.049 0.049 0.431 6 1 1232184
0.397 0.438 0.438 0.438 0.438 0 0.025 0.256 6 0 1232185
0.422 0.485 0.485 0.369 0.416 0.108 0 0.262 5 3 1232186
0.42 0.477 0.475 0.405 0.475 0.084 0.171 0.37 6 2 1232187
0.42 0.476 0.476 0.476 0.476 0 0.099 0.24 5 2 1232188
0.468 0.557 0.553 0.402 0.211 0.058 0.201 0.194 8 6 1232189
0.491 0.578 0.578 0.482 0.54 0.057 -0.002 0.186 6 3 1232190
0.467 0.583 0.572 0.517 0.553 0.041 0.168 0.353 7 2 1232191
0.48 0.588 0.573 0.552 0.573 0.023 0.324 0.096 8 2 1232192
0.452 0.573 0.553 0.264 0.343 0.212 0.038 0.33 3 9 1232193
0.514 0.595 0.585 0.531 0.531 0.026 0.347 0.251 4 1 1232194
0.546 0.611 0.611 0.608 0.494 0.003 0.322 0.289 7 2 1232195
0.536 0.613 0.613 0.613 0.556 0 0.214 0.328 6 0 1232196
0.544 0.608 0.608 0.608 0.608 0 0.289 0.273 6 0 1232197
0.492 0.574 0.574 0.544 0.36 0.004 0.319 0.465 6 1 1232198
0.521 0.626 0.579 0.579 0.579 0 0.259 0.579 4 0 1232199
0.554 0.627 0.627 0.524 0.595 0.059 0.397 0.298 5 3 1232200
0.548 0.636 0.636 0.497 0.36 0.129 0.175 0.519 8 3 1232201
0.54 0.635 0.632 0.534 0.438 0.055 0.097 0.416 5 2 1232202
0.5 0.601 0.6 0.446 0.446 0.134 0.055 0.482 5 5 1232203
0.299 0.385 0.37 0.311 0.206 -0.004 0.026 0.034 4 4 1232204
0.304 0.398 0.397 0.274 0.143 0.057 0.32 0.053 4 6 1232205
0.33 0.395 0.395 0.297 0.381 0.071 0.162 0.188 8 4 1232206
0.324 0.412 0.365 0.229 0.358 0.083 0.097 0.081 4 9 1232207
0.319 0.388 0.388 0.213 0.258 0.156 0.164 0.137 8 6 1232208
0.322 0.363 0.363 0.363 0.319 0 0 0.114 3 0 1232209
0.388 0.445 0.445 0.445 0.344 0 0 0.195 7 0 1232210
0.386 0.421 0.418 0.393 0.334 0.031 0.058 0.318 5 1 1232211
0.386 0.42 0.306 0.306 0.293 0 0.011 0.072 6 0 1232212
0.369 0.406 0.384 0.384 0.345 0 0.146 0.207 5 0 1232213
0.401 0.455 0.385 0.242 0.373 0.077 0.071 0.385 3 3 1232214
0.385 0.439 0.404 0.392 0.383 0.017 0.361 0.307 6 1 1232215
0.41 0.465 0.466 0.297 0.445 0.143 0.071 0.303 5 4 1232216
0.409 0.457 0.358 0.327 0.327 0.035 0.098 0.343 5 3 1232217
0.367 0.407 0.407 0.309 0.39 0.072 0.148 0.163 4 2 1232218
0.498 0.53 0.524 0.527 0.156 0.004 0.377 0.29 152 157 1232219
0.501 0.537 0.515 0.503 0.044 0.023 0.299 0.185 213 179 1232220
0.502 0.537 0.528 0.509 0 0.036 0.34 0.251 264 201 1232221
0.496 0.531 0.505 0.487 0.039 0.025 0.183 0.29 247 211 1232222
0.504 0.535 0.535 0.496 0.027 0.005 0.37 0.205 147 134 1232223
0.476 0.527 0.459 0.447 0.037 0.068 0.231 0.292 146 232 1232224
0.476 0.524 0.463 0.404 0.024 0.083 0.161 0.368 168 250 1232225
0.486 0.529 0.487 0.416 0 0.089 0.184 0.313 209 301 1232226
0.479 0.528 0.478 0.369 0.013 0.117 0.074 0.419 178 352 1232227
0.477 0.523 0.495 0.484 0.033 0.01 0.185 0.353 153 136 1232228
0.479 0.528 0.509 0.441 0 0.099 0.174 0.4 103 261 1232229
0.482 0.528 0.478 0.403 0.041 0.078 0.179 0.309 142 242 1232230
0.484 0.529 0.48 0.418 0 0.069 0.129 0.327 162 313 1232231
0.479 0.529 0.421 0.341 0 0.107 0.059 0.315 151 372 1232232
0.481 0.523 0.516 0.48 0 0.024 0.145 0.271 108 167 1232233
0.495 0.591 0.551 0.452 0.135 0.095 0.315 0.322 222 284 1232234
0.497 0.591 0.554 0.423 0.095 0.107 0.335 0.236 284 291 1232235
0.498 0.6 0.57 0.475 0.076 0.118 0.33 0.253 377 363 1232236
0.489 0.592 0.545 0.432 0.123 0.115 0.284 0.274 304 368 1232237
0.502 0.587 0.581 0.494 0.057 0.062 0.425 0.211 275 206 1232238
0.573 0.626 0.61 0.567 0.052 0.059 0.206 0.363 163 242 1232239
0.569 0.621 0.56 0.543 0.024 0.046 0.261 0.404 211 253 1232240
0.577 0.632 0.597 0.523 0.071 0.094 0.193 0.425 253 378 1232241
0.569 0.628 0.603 0.508 0.074 0.126 0.162 0.462 246 418 1232242
0.563 0.618 0.608 0.597 0.093 0.019 0.327 0.315 195 124 1232243
0.571 0.647 0.634 0.396 0.095 0.212 0.098 0.546 133 355 1232244
0.565 0.64 0.614 0.43 0.148 0.159 0.193 0.47 154 394 1232245
0.573 0.65 0.609 0.399 0.164 0.218 0.153 0.47 211 457 1232246
0.564 0.649 0.619 0.345 0.143 0.242 0.06 0.577 138 587 1232247
0.546 0.622 0.609 0.515 0.057 0.103 0.108 0.485 161 244 1232248
0.32 0.389 0.369 0.292 0.083 0.072 0.187 0.205 228 327 1232249
0.319 0.394 0.364 0.263 0.108 0.087 0.235 0.153 262 351 1232250
0.32 0.407 0.382 0.252 0.107 0.126 0.222 0.174 422 404 1232251
0.324 0.403 0.37 0.239 0.096 0.126 0.135 0.193 339 462 1232252
0.318 0.387 0.378 0.29 0.071 0.089 0.271 0.167 298 233 1232253
0.407 0.434 0.422 0.371 0 0.065 0.135 0.241 193 282 1232254
0.401 0.432 0.404 0.372 0.096 0.052 0.215 0.131 209 344 1232255
0.406 0.437 0.413 0.335 0.029 0.098 0.184 0.291 276 433 1232256
0.41 0.445 0.401 0.339 0.011 0.076 0.083 0.34 244 503 1232257
0.405 0.436 0.43 0.41 0.047 0.029 0.216 0.268 212 227 1232258
0.409 0.457 0.422 0.188 0.065 0.204 0.094 0.355 123 403 1232259
0.421 0.466 0.44 0.191 0.1 0.151 0.136 0.287 120 363 1232260
0.418 0.473 0.449 0.235 0.084 0.212 0.15 0.334 187 554 1232261
0.416 0.472 0.455 0.216 0.165 0.199 0.067 0.418 114 650 1232262
0.411 0.461 0.452 0.293 0.114 0.177 0.193 0.292 136 293 1232263
0.491 0.596 0.578 0.478 0.077 0.091 0.318 0.307 155 229 1232264
0.489 0.597 0.551 0.452 0.115 0.083 0.32 0.186 229 227 1232265
0.495 0.602 0.562 0.466 0.108 0.088 0.319 0.262 263 253 1232266
0.494 0.604 0.55 0.426 0.077 0.125 0.249 0.278 243 302 1232267
0.499 0.596 0.583 0.447 0.078 0.132 0.394 0.265 178 169 1232268
0.563 0.624 0.591 0.537 0.026 0.07 0.285 0.353 145 172 1232269
0.562 0.624 0.558 0.486 0 0.088 0.241 0.34 167 215 1232270
0.566 0.626 0.584 0.495 0.036 0.101 0.223 0.412 210 247 1232271
0.563 0.624 0.583 0.458 0 0.141 0.118 0.468 185 328 1232272
0.554 0.617 0.511 0.462 0.052 0.054 0.26 0.341 154 126 1232273
0.556 0.64 0.604 0.395 0.031 0.218 0.178 0.525 113 257 1232274
0.561 0.643 0.566 0.302 0.033 0.256 0.158 0.445 107 326 1232275
0.565 0.652 0.605 0.366 0.016 0.212 0.165 0.446 151 352 1232276
0.56 0.648 0.609 0.283 0.076 0.25 0.062 0.522 126 386 1232277
0.539 0.622 0.601 0.33 0 0.23 0.079 0.508 92 248 1232278
0.309 0.381 0.347 0.228 0.037 0.119 0.213 0.192 196 296 1232279
0.323 0.408 0.351 0.241 0 0.117 0.252 0.156 252 296 1232280
0.318 0.404 0.346 0.236 0.062 0.117 0.173 0.163 339 376 1232281
0.32 0.411 0.359 0.175 0.023 0.162 0.18 0.206 327 376 1232282
0.324 0.394 0.369 0.282 0 0.086 0.24 0.172 261 169 1232283
0.405 0.444 0.427 0.382 0 0.066 0.132 0.252 151 239 1232284
0.396 0.433 0.403 0.352 0 0.06 0.205 0.292 195 269 1232285
0.408 0.449 0.413 0.301 0 0.132 0.13 0.289 211 356 1232286
0.4 0.439 0.402 0.292 0 0.123 0.102 0.334 195 411 1232287
0.401 0.437 0.422 0.399 0 0.003 0.27 0.094 174 133 1232288
0.412 0.466 0.44 0.208 0.018 0.223 0.101 0.339 104 347 1232289
0.411 0.466 0.424 0.195 0.061 0.169 0.135 0.342 119 370 1232290
0.414 0.476 0.423 0.162 0 0.244 0.087 0.353 153 454 1232291
0.414 0.472 0.424 0.156 0.021 0.27 0.035 0.392 85 550 1232292
0.392 0.447 0.427 0.231 0.017 0.221 0.163 0.346 115 294 1232293
0.513 0.535 0.436 0.438 0.417 -0.004 0.256 0.116 17 14 1232294
0.513 0.539 0.536 0.531 0.249 0.011 0.306 0.125 30 11 1232295
0.514 0.537 0.532 0.529 0.446 0.012 0.194 0.399 32 14 1232296
0.508 0.533 0.53 0.53 0.427 0.002 0.185 0.405 39 16 1232297
0.503 0.526 0.52 0.516 0.385 0.004 0.366 0.163 18 7 1232298
0.48 0.525 0.516 0.512 0.324 0.007 0.391 0.382 24 12 1232299
0.482 0.522 0.514 0.507 0.447 0.008 0.335 0.23 21 21 1232300
0.489 0.525 0.52 0.516 0.389 0.007 0.239 0.303 38 32 1232301
0.481 0.526 0.513 0.502 0.387 0.016 0.137 0.407 34 27 1232302
0.477 0.522 0.515 0.508 0.322 0.009 0.184 0.296 23 15 1232303
0.476 0.521 0.516 0.506 0.393 0.013 0.053 0.458 21 14 1232304
0.484 0.526 0.506 0.497 0.34 0.007 0.096 0.39 28 19 1232305
0.491 0.529 0.515 0.507 0.416 0.013 0.261 0.211 38 34 1232306
0.485 0.527 0.519 0.517 0.355 0.004 0.075 0.461 36 21 1232307
0.465 0.508 0.505 0.498 0.238 0.012 0.174 0.319 29 15 1232308
0.5 0.596 0.58 0.437 0.358 0.075 0.356 0.2 31 32 1232309
0.5 0.593 0.515 0.389 0.19 0.083 0.293 0.334 41 44 1232310
0.503 0.601 0.518 0.429 0.433 0.042 0.409 0.24 59 46 1232311
0.502 0.598 0.495 0.403 0.42 0.118 0.29 0.151 61 55 1232312
0.506 0.602 0.584 0.444 0.247 0.099 0.395 0.147 38 29 1232313
0.567 0.629 0.604 0.6 0.497 0.016 0.133 0.422 29 35 1232314
0.57 0.619 0.606 0.601 0.503 0.007 0.385 0.477 44 28 1232315
0.576 0.629 0.57 0.561 0.457 0.01 0.175 0.418 46 35 1232316
0.57 0.632 0.625 0.606 0.448 0.026 0.147 0.409 59 45 1232317
0.554 0.612 0.599 0.597 0.347 0.005 0.292 0.272 41 14 1232318
0.557 0.63 0.619 0.448 0.479 0.119 0.064 0.493 29 42 1232319
0.553 0.63 0.606 0.369 0.297 0.153 0.296 0.338 38 48 1232320
0.572 0.649 0.635 0.428 0.517 0.148 0.116 0.528 39 60 1232321
0.568 0.647 0.628 0.484 0.537 0.122 0.113 0.565 36 48 1232322
0.552 0.627 0.625 0.517 0.469 0.07 0.084 0.301 26 26 1232323
0.314 0.39 0.355 0.265 0.108 0.067 0.108 0.173 51 39 1232324
0.318 0.401 0.338 0.222 0.134 0.095 0.219 0.16 70 55 1232325
0.323 0.396 0.326 0.245 0.272 0.083 0.125 0.126 61 58 1232326
0.327 0.413 0.38 0.22 0.299 0.11 0.202 0.085 42 63 1232327
0.333 0.406 0.399 0.283 0.236 0.089 0.258 0.084 46 41 1232328
0.398 0.426 0.271 0.258 0.046 0.013 0.073 0.252 40 41 1232329
0.411 0.444 0.426 0.415 0.32 0.009 0.255 0.284 40 39 1232330
0.406 0.44 0.432 0.402 0.3 0.041 0.167 0.224 56 59 1232331
0.407 0.441 0.424 0.406 0.265 0.019 0.106 0.322 68 63 1232332
0.398 0.437 0.429 0.421 0.239 0.011 0.172 0.141 49 25 1232333
0.414 0.465 0.451 0.301 0.368 0.148 0.065 0.442 24 51 1232334
0.408 0.468 0.458 0.189 0.32 0.228 0.186 0.35 37 64 1232335
0.41 0.463 0.448 0.239 0.291 0.166 0.096 0.342 46 65 1232336
0.417 0.472 0.453 0.324 0.365 0.107 0.002 0.386 34 91 1232337
0.401 0.454 0.447 0.397 0.276 0.057 0.08 0.375 34 30 1232338
0.494 0.592 0.582 0.387 0.43 0.12 0.267 0.394 21 17 1232339
0.507 0.606 0.583 0.531 0.394 0.043 0.379 0.31 22 9 1232340
0.507 0.604 0.559 0.448 0.522 0.076 0.26 0.391 24 22 1232341
0.497 0.596 0.582 0.488 0.526 0.076 0.158 0.199 22 16 1232342
0.505 0.607 0.596 0.424 0.23 0.135 0.377 0.226 16 15 1232343
0.564 0.621 0.612 0.611 0.426 0.001 0.205 0.459 19 2 1232344
0.566 0.626 0.623 0.619 0.417 0.004 0.242 0.312 24 4 1232345
0.577 0.631 0.627 0.61 0.561 0.02 0.272 0.327 18 10 1232346
0.572 0.629 0.532 0.517 0.472 0.011 0.034 0.452 20 8 1232347
0.554 0.614 0.608 0.61 0.511 -0.003 0.269 0.363 18 2 1232348
0.561 0.639 0.627 0.46 0.475 0.142 0.108 0.367 12 12 1232349
0.562 0.648 0.636 0.388 0.426 0.185 0.203 0.527 16 16 1232350
0.572 0.648 0.62 0.388 0.521 0.182 0.169 0.355 20 19 1232351
0.562 0.644 0.606 0.379 0.496 0.194 0.041 0.578 22 18 1232352
0.549 0.632 0.626 0.479 0.207 0.146 0.134 0.455 18 12 1232353
0.316 0.399 0.367 0.233 0.256 0.106 0.157 0.134 16 25 1232354
0.323 0.407 0.356 0.248 0.192 0.092 0.212 0.139 27 26 1232355
0.321 0.408 0.372 0.269 0.315 0.08 0.171 0.146 28 20 1232356
0.317 0.411 0.358 0.275 0.29 0.094 0.081 0.184 27 27 1232357
0.317 0.394 0.364 0.235 0.132 0.102 0.276 0.18 21 24 1232358
0.397 0.43 0.428 0.426 0.364 -0.001 0.039 0.09 15 10 1232359
0.395 0.431 0.417 0.41 0.388 0.008 0.174 0.15 16 9 1232360
0.407 0.44 0.433 0.423 0.33 0.017 0.187 0.251 26 9 1232361
0.406 0.445 0.428 0.421 0.339 0.009 0.082 0.36 34 17 1232362
0.393 0.437 0.435 0.42 0.112 0.023 0.286 0.252 23 9 1232363
0.4 0.456 0.437 0.215 0.313 0.192 0.088 0.364 13 31 1232364
0.411 0.472 0.463 0.241 0.371 0.14 0.171 0.356 19 24 1232365
0.41 0.471 0.45 0.298 0.329 0.175 0.188 0.285 25 25 1232366
0.411 0.47 0.459 0.234 0.389 0.198 0.01 0.457 14 31 1232367
0.383 0.448 0.427 0.245 0.223 0.182 0.069 0.283 12 22 1232368
0.505 0.533 0.533 0.533 0.533 0 0.422 0.186 5 0 1232369
0.516 0.534 0.521 0.521 0.385 0 0.278 0.392 6 0 1232370
0.515 0.53 0.53 0.507 0.53 0.024 0.342 0.238 4 1 1232371
0.512 0.528 0.528 0.52 0.509 -0.007 0.281 0.287 5 1 1232372
0.496 0.517 0.504 0.504 0.475 0 0.013 0.299 6 0 1232373
0.488 0.523 0.522 0.522 0.522 0 0.147 0.522 4 0 1232374
0.485 0.518 0.518 0.518 0.506 0 0.324 0.308 8 0 1232375
0.501 0.528 0.528 0.528 0.505 0 0.183 0.304 7 0 1232376
0.483 0.515 0.515 0.515 0.507 0 0.136 0.398 7 0 1232377
0.469 0.512 0.512 0.512 0.453 0 0.404 0.065 5 0 1232378
0.476 0.515 0.515 0.514 0.499 0.001 0.107 0.505 6 2 1232379
0.445 0.493 0.423 0.423 0.416 0 0.078 0.148 5 0 1232380
0.479 0.509 0.506 0.491 0.473 -0.052 0.488 0.343 4 1 1232381
0.496 0.535 0.535 0.535 0.507 0 0 0.488 7 0 1232382
0.467 0.508 0.508 0.508 0.481 0 0.13 0.245 4 0 1232383
0.51 0.606 0.606 0.606 0.562 0 0.337 0.26 7 0 1232384
0.489 0.58 0.58 0.573 0.371 0.006 0.113 0.023 8 2 1232385
0.509 0.612 0.465 0.337 0.373 0.045 0.035 0.37 11 5 1232386
0.5 0.597 0.58 0.554 0.529 0.03 0.284 0.571 7 4 1232387
0.474 0.556 0.556 0.553 0.495 0.005 0.184 0.048 8 3 1232388
0.516 0.58 0.557 0.557 0.441 0 0 0.388 5 0 1232389
0.508 0.562 0.562 0.562 0.555 0 0.32 0.213 9 0 1232390
0.578 0.627 0.627 0.582 0.612 0.033 0.298 0.399 8 1 1232391
0.558 0.614 0.612 0.612 0.612 0 0.164 0.512 9 0 1232392
0.543 0.605 0.604 0.451 0.349 0.043 0.182 0.243 6 2 1232393
0.535 0.638 0.638 0.528 0.489 0.004 0.172 0.371 9 2 1232394
0.506 0.561 0.552 0.508 0.539 0.039 0.296 0.388 7 1 1232395
0.561 0.649 0.642 0.642 0.642 0 0.051 0.576 11 0 1232396
0.563 0.626 0.62 0.559 0.619 0.035 0.127 0.62 6 3 1232397
0.546 0.623 0.623 0.566 0.579 0.038 0.313 0.444 9 1 1232398
0.313 0.384 0.354 0.271 0.334 0.074 0.219 0.081 7 3 1232399
0.308 0.388 0.331 0.214 0.273 0.072 0.136 0.148 5 3 1232400
0.321 0.396 0.389 0.292 0.375 0.064 0.12 0.074 6 6 1232401
0.33 0.408 0.408 0.209 0.4 0.094 0.098 0.299 7 7 1232402
0.32 0.38 0.38 0.29 0.33 0.046 0.099 0.047 4 5 1232403
0.395 0.439 0.439 0.435 0.399 0.004 0.179 0.208 5 1 1232404
0.332 0.372 0.372 0.371 0.371 0.002 0.263 0.355 7 2 1232405
0.398 0.423 0.423 0.423 0.403 0 0.167 0.279 9 1 1232406
0.414 0.446 0.446 0.446 0.44 0 0.216 0.148 8 1 1232407
0.371 0.402 0.402 0.389 0.333 0.013 0.195 0.351 6 1 1232408
0.394 0.457 0.457 0.359 0.457 0.087 0.228 0.429 4 2 1232409
0.41 0.461 0.459 0.267 0.456 0.11 0.029 0.434 6 4 1232410
0.432 0.483 0.483 0.418 0.48 0.042 0.182 0.243 7 1 1232411
0.423 0.471 0.471 0.432 0.47 0.043 0 0.471 5 2 1232412
0.398 0.456 0.456 0.456 0.426 0 0.3 0.456 5 0 1232413
0.461 0.572 0.547 0.435 0.501 0.079 0.313 0.113 7 5 1232414
0.467 0.574 0.561 0.463 0.509 0.071 0.174 0.044 6 3 1232415
0.481 0.596 0.596 0.497 0.556 0.075 0.331 0.125 9 5 1232416
0.472 0.58 0.577 0.514 0.571 0.054 0.265 0.431 4 5 1232417
0.469 0.584 0.584 0.544 0.449 0.036 0.194 0.005 7 2 1232418
0.513 0.601 0.601 0.56 0.208 0.022 0.411 0.492 5 1 1232419
0.518 0.584 0.584 0.579 0.466 0.005 0.15 0.564 7 1 1232420
0.54 0.608 0.442 0.447 0.529 0.002 0.223 0.323 8 1 1232421
0.547 0.612 0.608 0.604 0.578 0.004 0.086 0.402 7 1 1232422
0.497 0.6 0.6 0.6 0.412 0 0.123 0.307 5 0 1232423
0.541 0.623 0.623 0.623 0.535 0 0.081 0.439 7 0 1232424
0.501 0.598 0.598 0.383 0.451 0.087 0.138 0.429 6 3 1232425
0.542 0.626 0.621 0.517 0.517 0.09 0.128 0.558 5 2 1232426
0.54 0.634 0.63 0.499 0.609 0.11 0.096 0.54 5 4 1232427
0.501 0.598 0.598 0.55 0.329 0.041 0.29 0.425 7 2 1232428
0.297 0.38 0.339 0.178 0.156 0.11 0.159 0.2 4 6 1232429
0.325 0.396 0.396 0.354 0.393 0.037 0.11 0.396 4 2 1232430
0.328 0.407 0.401 0.342 0.393 0.035 0.273 0.11 6 4 1232431
0.318 0.389 0.389 0.32 0.38 0.051 0.1 0.148 7 3 1232432
0.324 0.396 0.396 0.367 0.334 0.016 0.305 0.283 6 1 1232433
0.387 0.439 0.439 0.439 0.439 0 0 0.296 4 0 1232434
0.374 0.399 0.399 0.399 0.286 0 0.071 0.399 5 0 1232435
0.386 0.43 0.43 0.43 0.404 0 0.292 0.364 5 0 1232436
0.387 0.429 0.429 0.429 0.429 0 0.211 0.168 4 0 1232437
0.376 0.416 0.416 0.416 0.286 0 0.167 0.21 5 0 1232438
0.397 0.447 0.447 0.365 0.39 0.083 0.057 0.413 5 2 1232439
0.387 0.441 0.399 0.252 0.37 0.123 0.169 0.246 4 4 1232440
0.407 0.449 0.447 0.388 0.447 0.051 0.089 0.195 6 1 1232441
0.404 0.464 0.462 0.445 0.451 0.022 0.098 0.462 7 1 1232442
0.395 0.456 0.456 0.429 0.429 0.006 0.08 0.362 5 2 1232443
0.499 0.531 0.511 0.501 0.072 0.025 0.157 0.259 150 202 1232444
0.495 0.53 0.514 0.498 0 0.032 0.265 0.347 201 185 1232445
0.505 0.537 0.52 0.504 0.058 0.024 0.336 0.325 233 189 1232446
0.496 0.532 0.493 0.476 0 0.031 0.264 0.268 251 257 1232447
0.497 0.531 0.52 0.515 0.042 -0.004 0.351 0.103 138 142 1232448
0.475 0.524 0.463 0.427 0.021 0.045 0.097 0.315 145 197 1232449
0.475 0.523 0.45 0.373 0 0.044 0.189 0.328 145 236 1232450
0.488 0.531 0.496 0.442 0.039 0.068 0.174 0.342 194 292 1232451
0.48 0.533 0.5 0.412 0 0.103 0.118 0.41 182 341 1232452
0.469 0.522 0.498 0.409 0.102 0.039 0.271 0.251 162 151 1232453
0.476 0.524 0.494 0.433 0.025 0.073 0.12 0.421 117 236 1232454
0.481 0.528 0.48 0.384 0.054 0.082 0.147 0.366 126 270 1232455
0.488 0.53 0.464 0.36 0 0.08 0.133 0.357 206 286 1232456
0.478 0.526 0.481 0.379 0 0.108 0.048 0.438 158 385 1232457
0.474 0.523 0.509 0.452 0.042 0.063 0.115 0.269 108 186 1232458
0.502 0.594 0.576 0.484 0.088 0.078 0.286 0.303 207 264 1232459
0.497 0.593 0.559 0.475 0.107 0.082 0.315 0.233 291 288 1232460
